日期,开始时间,结束时间,出发线路,终到线路,起始站,终到站,客流量
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,天通苑,天通苑,5.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,天通苑,崇文门,19.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,天通苑,惠新西街南口,13.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,8号线,天通苑,回龙观东大街,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,8号线,天通苑,永定门外,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,8号线,天通苑,永泰庄,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,亦庄线,崇文门,小红门,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,1-八通线,崇文门,果园,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,1-八通线,崇文门,环球度假区,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,10号线,崇文门,团结湖,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,14号线,崇文门,十里河,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,15号线,崇文门,奥林匹克公园,3.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,崇文门,东单,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,崇文门,大屯路东,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,崇文门,天通苑北,
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,崇文门,崇文门,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,2号线,惠新西街南口,北京站,5.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,惠新西街南口,东单,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,惠新西街南口,大屯路东,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,惠新西街南口,天通苑北,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,惠新西街南口,天通苑,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,惠新西街南口,崇文门,3.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,惠新西街南口,惠新西街南口,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,1-八通线,立水桥,王府井,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,1-八通线,立水桥,环球度假区,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,10号线,立水桥,北土城,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,10号线,立水桥,十里河,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,10号线,立水桥,团结湖,8.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,10号线,立水桥,海淀黄庄,6.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,10号线,立水桥,牡丹园,3.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,10号线,立水桥,车道沟,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,15号线,立水桥,奥林匹克公园,5.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,15号线,立水桥,望京,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,立水桥,大屯路东,6.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,立水桥,天通苑,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,立水桥,崇文门,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,5号线,立水桥,惠新西街南口,10.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,7号线,立水桥,珠市口,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,5号线,8号线,立水桥,鼓楼大街,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,6号线,10号线,南锣鼓巷,团结湖,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,10号线,北京西站,农业展览馆,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,10号线,北京西站,十里河,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,10号线,北京西站,团结湖,6.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,14号线,北京西站,望京,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,15号线,北京西站,望京,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,15号线,北京西站,清华东路西口,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,2号线,北京西站,北京站,40.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,5号线,北京西站,东单,5.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,5号线,北京西站,大屯路东,3.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,5号线,北京西站,天通苑北,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,5号线,北京西站,天通苑,3.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,5号线,北京西站,崇文门,14.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,7号线,北京西站,环球度假区,31.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,7号线,北京西站,珠市口,26.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,8号线,北京西站,回龙观东大街,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,8号线,北京西站,奥林匹克公园,9.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,8号线,北京西站,永定门外,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,8号线,北京西站,王府井,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,7号线,8号线,北京西站,鼓楼大街,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,1-八通线,中国美术馆,环球度假区,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,15号线,中国美术馆,清华东路西口,3.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,中国美术馆,北土城,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,中国美术馆,奥林匹克公园,6.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,中国美术馆,永泰庄,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,中国美术馆,王府井,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,15号线,什刹海,大屯路东,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,15号线,什刹海,望京,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,15号线,什刹海,清华东路西口,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,2号线,什刹海,北京站,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,2号线,什刹海,崇文门,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,什刹海,奥林匹克公园,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,什刹海,永泰庄,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,什刹海,王府井,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,什刹海,鼓楼大街,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,10号线,前门,牡丹园,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,15号线,前门,清华东路西口,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,7号线,前门,环球度假区,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,前门,北土城,8.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,前门,奥林匹克公园,13.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,前门,王府井,7.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,前门,鼓楼大街,5.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,2号线,北土城,北京站,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,北土城,回龙观东大街,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,北土城,王府井,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,15号线,南锣鼓巷,六道口,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,南锣鼓巷,奥林匹克公园,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,南锣鼓巷,王府井,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,10号线,奥林匹克公园,十里河,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,2号线,奥林匹克公园,北京站,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,奥林匹克公园,永定门外,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,永定门外,回龙观东大街,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,永定门外,奥林匹克公园,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,永定门外,永定门外,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,永定门外,王府井,3.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,永定门外,珠市口,3.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,永定门外,鼓楼大街,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,昌平线,王府井,昌平西山口,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,王府井,奥林匹克公园,16.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,王府井,王府井,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,王府井,珠市口,3.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,1-八通线,金鱼胡同,环球度假区,5.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,10号线,金鱼胡同,团结湖,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,2号线,金鱼胡同,崇文门,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,金鱼胡同,北土城,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,金鱼胡同,奥林匹克公园,5.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,金鱼胡同,永定门外,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,8号线,8号线,金鱼胡同,永泰庄,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,昌平线,北京西站,六道口,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,昌平线,北京西站,学知园,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,昌平线,北京西站,昌平西山口,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,昌平线,北京西站,沙河,5.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,1-八通线,北京西站,东单,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,1-八通线,北京西站,王府井,10.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,10号线,北京西站,团结湖,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,10号线,北京西站,惠新西街南口,1.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,10号线,北京西站,牡丹园,4.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,10号线,北京西站,车道沟,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,2号线,北京西站,鼓楼大街,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,4-大兴线,北京西站,海淀黄庄,9.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,5号线,北京西站,大屯路东,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,5号线,北京西站,天通苑,2.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,8号线,北京西站,奥林匹克公园,5.0
2023/5/20,2023/5/20 08:30:00,2023/5/20 08:45:00,9号线,8号线,北京西站,永泰庄,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,昌平线,小红门,学院桥,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,10号线,小红门,十里河,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,10号线,小红门,团结湖,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,10号线,小红门,海淀黄庄,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,14号线,小红门,永定门外,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,2号线,小红门,北京站,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,4-大兴线,小红门,海淀黄庄,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,5号线,小红门,东单,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,5号线,小红门,崇文门,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,5号线,小红门,惠新西街南口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,7号线,小红门,环球度假区,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,7号线,小红门,珠市口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,亦庄线,8号线,小红门,奥林匹克公园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,六道口,六道口,7.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,六道口,沙河,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,六道口,西二旗,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,10号线,六道口,团结湖,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,10号线,六道口,车道沟,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,学知园,昌平西山口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,学知园,沙河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,10号线,学知园,农业展览馆,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,10号线,学知园,海淀黄庄,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,15号线,学知园,望京,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,昌平西山口,六道口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,昌平西山口,学院桥,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,昌平西山口,昌平西山口,6.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,昌平西山口,沙河,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,昌平西山口,西二旗,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,10号线,昌平西山口,十里河,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,10号线,昌平西山口,团结湖,7.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,10号线,昌平西山口,海淀黄庄,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,15号线,昌平西山口,奥林匹克公园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,2号线,昌平西山口,北京站,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,8号线,昌平西山口,奥林匹克公园,7.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,8号线,昌平西山口,鼓楼大街,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,西二旗,六道口,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,西二旗,学院桥,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,昌平线,西二旗,西二旗,9.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,10号线,西二旗,十里河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,昌平线,15号线,西二旗,望京,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,1-八通线,东单,果园,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,1-八通线,东单,环球度假区,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,10号线,东单,十里河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,2号线,东单,北京站,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,8号线,东单,永泰庄,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,1-八通线,国贸,东单,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,1-八通线,国贸,果园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,1-八通线,国贸,王府井,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,1-八通线,国贸,环球度假区,19.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,14号线,国贸,望京,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,2号线,国贸,北京站,8.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,2号线,国贸,崇文门,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,8号线,国贸,珠市口,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,1-八通线,果园,东单,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,1-八通线,果园,果园,6.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,1-八通线,果园,王府井,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,10号线,果园,农业展览馆,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,10号线,果园,十里河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,10号线,果园,团结湖,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,10号线,果园,惠新西街南口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,10号线,果园,海淀黄庄,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,10号线,果园,牡丹园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,13号线,果园,西二旗,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,14号线,果园,十里河,
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,14号线,果园,永定门外,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,2号线,果园,北京站,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,2号线,果园,崇文门,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,5号线,果园,大屯路东,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,5号线,果园,天通苑北,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,8号线,果园,回龙观东大街,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,8号线,果园,奥林匹克公园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,8号线,果园,珠市口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,1-八通线,王府井,环球度假区,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,2号线,王府井,北京站,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,1-八通线,1-八通线,环球度假区,果园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,农业展览馆,农业展览馆,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,农业展览馆,团结湖,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,7号线,农业展览馆,珠市口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,昌平线,北土城,学知园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,北土城,农业展览馆,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,北土城,北土城,9.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,北土城,团结湖,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,北土城,海淀黄庄,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,北土城,牡丹园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,昌平线,国贸,学院桥,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,昌平线,国贸,沙河,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,国贸,北土城,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,国贸,十里河,8.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,国贸,团结湖,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,国贸,惠新西街南口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,国贸,海淀黄庄,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,国贸,牡丹园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,5号线,国贸,大屯路东,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,8号线,国贸,奥林匹克公园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,昌平线,惠新西街南口,六道口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,昌平线,惠新西街南口,学院桥,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,昌平线,惠新西街南口,沙河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,惠新西街南口,北土城,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,惠新西街南口,十里河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,惠新西街南口,团结湖,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,惠新西街南口,海淀黄庄,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,惠新西街南口,牡丹园,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,8号线,惠新西街南口,奥林匹克公园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,昌平线,海淀黄庄,学知园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,昌平线,海淀黄庄,昌平西山口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,昌平线,海淀黄庄,沙河,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,海淀黄庄,团结湖,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,海淀黄庄,海淀黄庄,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,海淀黄庄,牡丹园,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,海淀黄庄,车道沟,
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,13号线,海淀黄庄,西二旗,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,5号线,海淀黄庄,天通苑,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,8号线,海淀黄庄,奥林匹克公园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,8号线,海淀黄庄,王府井,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,牡丹园,农业展览馆,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,牡丹园,十里河,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,牡丹园,团结湖,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,牡丹园,惠新西街南口,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,牡丹园,牡丹园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,5号线,牡丹园,大屯路东,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,5号线,牡丹园,天通苑北,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,5号线,牡丹园,天通苑,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,8号线,牡丹园,奥林匹克公园,2.0
